name,type,start_time,duration,"data","error"
"Async Serial","data",4.376500488,0.000989582," ",
"Async Serial","data",4.377568356,0.000989582,",",
"Async Serial","data",4.37863618,0.000989582," ",
"Async Serial","data",4.379704006,0.000989582,",",
"Async Serial","data",4.38077183,0.000989582," ",
"Async Serial","data",4.381839696,0.000989582,",",
"Async Serial","data",4.382907522,0.000989582," ",
"Async Serial","data",4.383975346,0.000989582,",",
"Async Serial","data",4.38504317,0.000989582," ",
"Async Serial","data",4.386111038,0.000989582,"*",
"Async Serial","data",4.387178862,0.000989582,"",
"Async Serial","data",4.388246688,0.000989582,"
",
"Async Serial","data",4.465325274,0.000989582,"$",
"Async Serial","data",4.4663931,0.000989582,"D",
"Async Serial","data",4.467460966,0.000989582,"F",
"Async Serial","data",4.46852879,0.000989582,"D",
"Async Serial","data",4.469596616,0.000989582,"M",
